title,body
AMRAP 4 Autism 2019,"AMRAP (with a Partner) in 32 minutes
52 foot Synchro Lunges
18 Clean-and-Jerks (95/65 lb)
16 Synchro Bar Facing Burpees
18 calorie Bike Erg
18 calorie Row"
AMRAP 4 Autism 2020,"AMRAP in 32 minutes
20 Burpees
20 Power Cleans (75/55 lb)
20 AbMat Sit-Ups
54 Air Squats"
AMRAP 4 Autism 2021,"AMRAP (with a Partner) in 32 minutes
54 Burpees to a Plate
54 Weighted Sit-Ups (45/25 lb)
54 yard Overhead Lunges (45/25 lb)
400 meter Partner Run"
AMRAP 4 Autism 2022,"AMRAP in 32 minutes
32 A-Jumps
32 Single-Arm Dumbbell Shoulder-to-Overheads (50/35 lb)
32 AbMat Sit-Ups
32 Single-Arm Dumbbell Deadlifts (50/35 lb)"
AMRAP 4 Autism 2023 – Charlotte,"AMRAP (with a Partner) in 32 Minutes
8K/6K Row*
44 Push-Ups
44 Wall Balls (20/14 lb)
44 Box Jumps (24/20 in)
44 Abmat Sit-Ups

* One Rows while the other Works. If the row is completed, both partners may work together on the AMRAP."
Ana is Love,"For Time
Buy-In: 83 Burpees

Directly into:
21 Back Squats (225/165 lb, from the rack)

Every break from the Back Squats, perform:
9 Burpee Box Jump Overs (24/20 in)

Cash-Out: 83 Burpees"
Andi,"For Time
100 Hang Power Snatches (65/45 lb)
100 Push Presses (65/45 lb)
100 Sumo Deadlift High-Pulls (65/45 lb)
100 Front Squats (65/45 lb)"
André,"For Time (with a Partner)
1,442 Air Squats* (together)

*After every 200 Air Squats, perform the designated number of Medicine Ball Cleans (20/14 lb) (each):
200: 2 Ball Cleans
400: 1 Ball Clean
600: 20 Ball Cleans
800: 19 Ball Cleans
1,000: 2 Ball Cleans
1,200: 1 Ball Clean
1,400: 20 Ball Cleans
1,442: 19 Ball Cleans

Wear a Weight Vest (9/6 kg)

Time Cap: 45 minutes"
Andre Fletcher,"5 Rounds for Time
21 Deadlifts (65/45 lb)
15 Cleans (85/65 lb)
9 Push Presses (105/85 lb)"
Andres,"5 Rounds for Time
30 Push-Ups
6 Power Snatches (60/40 kg)
18 American Kettlebell Swings (32/24 kg)"
Andrew Brunn,"5 Rounds for Time
3 Overhead Squats (135/95 lb)
6 Handstand Push-Ups
9 Bench Presses (135/95 lb)
12 Rings Dips"
Andrew Desperito,"For Time
2000 meter Row
50 Thrusters (135/95 lb)
2000 meter Row"
Andrew Harper,"For Time
1,991 meter Run
70 meter Farmer&#039;s Carry (2x50/35 lb)
60 Burpees
5 Rope Climbs
28 Alternating Dumbbell Snatches (50/35 lb)
5 Rope Climbs
60 Burpees
70 meter Farmer&#039;s Carry (2x50/35 lb)
1,991 meter Run"
Andrew Harper,"For Time
Cash-In: 1,000 meter Run

4 Rounds of:
28 Burpees
28 Pull-Ups
28 Kettlebell Swings (24/16 kg)
28 AbMat Sit-Ups
28 Air Squats
28 Push-Ups
28 Alternating Jumping Lunges
28 Double-Unders

Cash-Out: 1,000 meter Run"
Andrew Jordan,"AMRAP in 10 minutes
3 Power Cleans (135/95 lb)
3 Power Snatches (135/95 lb)
3 Overhead Squats (135/95 lb)
50 meter Bear Crawl"
Andy,"For Time
25 Thrusters (115/85 lb)
50 Box Jumps (24/20 in)
75 Deadlifts (115/85 lb)
1.5 mile Run
75 Deadlifts (115/85 lb)
50 Box Jumps (24/20 in)
25 Thrusters (115/85 lb)

Wear a Weight Vest (20/14 lb)"
Andy Brook,"AMRAP in 19 minutes
38 Power Cleans (115/75 lb)
38 calorie Row
38 Wall Ball Shots (20/14 lb)
38 Lateral Bar Over Burpees"
Andy Fredericks,"For Time
25 Overhead Squats (95/65 lb)
50 Double-Unders
25 Handstand Push-Ups
50 Double-Unders
25 Push Presses (95/65 lb)
50 Double-Unders"
Angel Juarbe Jr.,"EMOM for 10 minutes
3 Deadlifts (65% of max rep)
Max Burpees"
Angela,"For Time
48 Burpees

Then 3 Rounds of:
10 Pull-Ups
16 Thrusters (95/65 lb)
16 Deadlifts (155/105 lb)
600 meter Run

Then:
48 Sit-Ups"
Angels Over Kabul,"With a Running Clock in 39 minutes
From 0:00-26:00, AMRAP of:
8 Hang Cleans (105/75 lb)
26 calorie Row
21 Kettlebell Swings (53/40 lb)
13 Handstand Push-Ups

From 26:00-39:00, establish:
1 rep max Hang Clean"
Angie,"For Time
100 Pull-Ups
100 Push-Ups
100 Sit-Ups
100 Air Squats"
Angry Jackie,"For Time
2000 meter Row
50 Thrusters (95/65 lb)
30 Bar Muscle-Ups"
Angus,"3 Rounds for Time
10 Thrusters (135/95 lb)
12 Pull-Ups
25 Burpees"
Anna,"For Time (with a Partner)
1 mile Run
90 Box Jump Overs (24/20 in)
80 Kettlebell Swings (24/16 kg)
70 Burpees
60 Wall Ball Shots (9/6 kg)
50 Plate Overhead Lunges (15/10 kg)
40 Toes-to-Bars
30 Kettlebell Snatches (24/16 kg)
20 Pull-Ups
1 mile Run

Repeat back up the ladder to the top.

Wear a Weight Vest (10/6 kg)."
Annie,"50-40-30-20-10 Reps For Time
Double-Unders
Sit-Ups"
"Annie, Are You OK?","21-15-9 Reps for Time
Row (calories)
Thrusters (65/45 lb)
Medicine Ball Cleans (20/14 lb)
Sumo Deadlift High-Pulls (65/45 lb)
Wall Balls (20/14 lb)
Burpees"
Annual Madness,"For Time
120 foot Handstand Walk
111 Double-Unders
10 Rounds of Cindy*
9 Deadlift (150% BW)
800 meter Run
7 Overhead Squats (BW)
60 calorie Row
5 Muscle-Ups

Then, AMRAP in 4 minutes of:
3 Bar Over Burpees
2 Thrusters (BW)
1 Legless Rope Climb

*1 Round of Cindy consists of: 5 Pull-Ups, 10 Push-Ups, and 15 Air Squats"
Another Dimension,"For Time
75 Handstand Push-Ups

Every time you break, perform:
5 Burpees to Target"
Ant Man,"For Time
100 Double-Unders
15 Deadlifts (255/165 lb)
50 Double-Unders
10 Deadlifts (305/205 lb)
100 Double-Unders
10 Deadlifts (305/205 lb)
50 Double-Unders
15 Deadlifts (255/165 lb)
100 Double-Unders"
Antenne Gign Guyane Francaise,"For Time
2,000 meter Run
10 Pull-Ups
20 Burpees
30 AbMat Sit-Ups
40 Squat Jumps
50 Push-Ups
40 Squat Jumps
30 AbMat Sit-Ups
20 Burpees
10 Pull-Ups
2,000 meter Run"
Anthony Jovic,"For Time
20 Back Squats (225/155 lb)
20 Box Jumps (24/20 in)
20 Push Presses (155/105 lb)
20 Handstand Push-Ups"
Anthony Raspa,"For Time
7,425 meter Row
9 Handstand Push-Ups
17 Hang Power Cleans (135/95 lb)
19 Pull-Ups
90 Sit-Ups
145 Jumping Jacks"
Anthony Rodriguez,"21-15-9 Reps for Time
Deadlifts (225/155 lb)
Wall Ball Shots (20/14 lb)"
Aplin,"20 Rounds for Time
6 Strict Pull-Ups
20 Push-Ups"
Apolinar,"AMRAP in 20 minutes
2 Man Makers (2x50/35 lb)
9 Thrusters (135/95 lb)
12 Burpee Box Jump Overs (30/24 in)"
April 2nd,"For Time
38 Heel Claps

Then, 4 Rounds of:
400 meter Run
2 Rope Climbs
20 Burpee Box Jumps (24/20 in)
6 Pull-Ups

Then:
1 mile Run

All with a weight vest (20/14 lb)"
Arana Jr.,"For Time
Buy-In: 2,010 meter Row

Then, 2 Rounds of: 
11 Dumbbell Hang Power Snatches (2x50/35 lb)
18 Dumbbell Front Squats (2x50/35 lb)

Directly into:
32 Devil Presses (2x50/35 lb)

Then, 2 Rounds of:
3 Arana Jr. Complexes (2x50/35 lb)*
24 Double Dumbbell Deadlifts (2x50/35 lb)

Finally, complete:
1 mile Run with Weighted Vest and Facial Covering (20/14 lb)

*1 Arana Jr.Complex is 1 rep each in order of: 1 Dumbbell Squat Clean, 1 Dumbbell Hang Squat Clean, 1 Dumbbell Front Squat, 1 Dumbbell Push Press, and 1 Dumbbell Thruster"
Ariana,"3 Rounds for Time
10 Deadlifts (225/155 lb)
21 Wall Ball Shots (20/14 lb)
20 calorie Row
14 Overhead Squats (135/95 lb)
19 Toes-to-Bars"
Ariel,"For Time
Cash-In:
93 Box Step-Ups (24/20 in)
5 Handstand Push-Ups
4 Burpees
2 Bar Muscle-Ups

Then, 13 Rounds of:
25 Double-Unders
11 Pull-Ups
19 Hand Release Push-Ups

Cash-Out:
2 Bar Muscle-Ups
4 Burpees
5 Handstand Push-Ups
93 Box Step-Ups (24/20 in)"
Ariya Gods Lion,"Buy-in: 800 meter Run

Then, AMRAP in 20 minutes of:
8 Pull-Ups
2 Deadlifts (315/205 lb)
20 Hand-Release Push-Ups
19 Air Squats

Wear a Weight Vest (20/14 lb) for the AMRAP portion"
Armando,"21-15-12-9-6-3 Reps for Time
Power Cleans (165/115 lb)
Box Jumps (24/20 in)
Pull-Ups"
Armistice 2013,"AMRAP in 20 minutes
From 0:00-9:00, AMRAP of:
100 meter Sprint
11 Sit-Ups
11 Air Squats
100 meter Sprint
22 Sit-Ups
22 Air Squats
100 meter Sprint
33 Sit-Ups
33 Air Squats

Continue with this pattern, adding 11 Sit-Ups and 11 Air Squats for each additional round.

Rest 2 minutes

From 11:00-20:00, AMRAP of:
100 meter Sprint
11 Push-Ups
11 Box Jumps (24/20 in)
100 meter Sprint
22 Push-Ups
22 Box Jumps (24/20 in)
100 meter Sprint
33 Push-Ups
33 Box Jumps (24/20 in)

Continue with this pattern, adding 11 Push-Ups and 11 Box Jumps for each additional round."
Armistice 2016,"AMRAP in 11 minutes
11 Power Cleans (135/95 lb)
11 Burpees Over the Bar
19 Deadlifts (135/95 lb)
18 Pull-Ups"
Armistice 2017,"AMRAP in 11 minutes
11 Power Cleans (135/95 lb)
11 Bar Over Burpees
19 Toes-to-Bars
18 Wall Ball Shots (20/14 lb)"
Armistice 2019,"AMRAP in 22 minutes
11 Power Cleans (135/95 lb)
11 Bar Over Burpees
19 Toes-to-Bars
18 Wall Ball Shots (20/14 lb)"
Armistice 2020,"11 Rounds for Time
11 Mountain Climbers
11 Air Squats
11 Hand Release Push-Ups
11 Box Jump Burpees
200 meter Run

Wear a Weight Vest (20/14 lb)"
Armistice 2021,"AMRAP in 19 minutes 20 seconds
11 Mountain Climbers
11 Air Squats
11 Hand Release Push-Ups
11 Burpee Box Jumps
100 meter Run"
Armistice 2022,"For Time
6 Rounds of:
11 Mountain Climbers
11 Power Cleans (95/65 lb)

Rest 2 minutes

Then, 6 Rounds of:
19 Hand Release Push-Ups
18 Box Jump Burpees
100 meter Run"
Army Strong,"For Time
6x30 meter Farmer&#039;s Carry (2x90 lb)
14 Ground-to-Overheads (90 lb)
17 Dumbbell Overhead Lunges (50 lb)
75 Burpees

Wear a 20/10 lb Weight Vest"
Arnie,"For Time
21 Turkish Get-Ups, Right Arm
50 Kettlebell Swings
21 Overhead Squats, Left Arm
50 Kettlebell Swings
21 Overhead Squats, Right Arm
50 Kettlebell Swings
21 Turkish Get-Ups, Left Arm

Use a single Kettlebell (2/1.5 pood)"
Arthur Barry,"For Time
21 Thrusters (95/65 lb)
21 Pull-Ups
100 meter Sprint
15 Overhead Squats (95/65 lb)
15 Bar Over Burpees
100 meter Sprint
9 Squat Snatches (95/65 lb)
9 Bar Muscle-Ups
100 meter Sprint"
Artie,"AMRAP in 20 minutes
5 Pull-Ups
10 Push-Ups
15 Squats
5 Pull-Ups
10 Thrusters (95/65 lb)"
Artie Stevens,"AMRAP (with a Partner) in 29 minutes
5 Rounds of:
Minute 1: Wall Ball Shots (20/14 lb)
Minute 2: Toes-to-Bars
Minute 3: Box Jumps (24/20 in)
Minute 4: Push Presses (75/55 lb)
Minute 5: Row (calories)
Minute 6: Rest

Partners switch every :30 seconds"
Ashley Birt,"11 Rounds for Time
29 meter Shuttle Run
10 Burpees
10 Sit-Ups
10 Thrusters (20/15 kg)"
Ashling Murphy,"For Time
12 Squat Cleans (80/55 kg)
1 mile Run
2,022 meter Row
23 Burpee Pull-Ups"
Assault 5 Star Power,"5 Rounds for Time
10 Push Presses (135/95 lb)
10 Power Curls (135/95 lb)
10 Bent-Over Rows (135/95 lb)
10 Ground Presses (135/95 lb)
10 calorie Assault Air Bike"
Assault 50/50,"3 Rounds for Time
50 Back Squats (135/95 lb)
50 calorie Standing Assault Air Bike (remove seat)"
Assault Banger,"For Time
40/30 calorie Assault Bike
20 foot Banger

Time Cap: 6 minutes"
Assault Baseline,"For Time
60 calorie Assault Air Bike
50 Air Squats
40 AbMat Sit-Ups
30 Push-Ups
20 Pull-Ups
10 Burpees"
Assault Battle Box,"AMRAP in 24 minutes
4 Front Squats (135/95 lb)
8 Power Curls (135/05 lb)
12 Push Presses (135/95 lb)
16 Box Jumps (24/20 in)
24 calorie Assault Air Bike"
Assault Breakdown,"AMRAP in 21 minutes
3 Squat Cleans (135/95 lb)
6 Thrusters (135/95 lb)
9 Bent Over Rows (135/95 lb)
15 Push-Ups
18 Russian Twists (25/15 lb)
21 calorie Assault Air Bike"
Assault Bulldozer,"AMRAP in 20 minutes
20 calorie Assault Air Bike
15 Wall Ball Shots (20/14 lb)
10 Sumo Deadlift High Pulls (95/65 lb)
5 Push-Ups"
Assault Burnout,"10 Rounds for Time
5 Kettlebell Thrusters (85/53 lb)
10 Kettlebell Sumo Deadlift High-Pulls (85/53 lb)
5 Burpee Box Jumps (30/24 in)
10 calorie Assault Air Bike"
Assault Downhill,"AMRAP in 30 minutes
30 calorie Assault Air Bike
24 Ground-to-Overheads (45/25 lb)
18 Knees-to-Elbows
12 Bench Presses (185/115 lb)
6 Pull-Ups"
Assault Finisher,"AMRAP in 20 minutes
5 Squat Cleans (135/95 lb)
10 Bent Over Rows (135/95 lb)
15 Push-Ups
20 calorie Assault Air Bike"
Assault Flatline,"For Time
60 calorie Standing Assault Air Bike (remove seat)
50 Squat Cleans (135/95 lb)
40 GHD Sit-Ups
30 Handstand Push-Ups
20 Chest-to-Bar Pull-Ups
10 Bar Over Burpees"
Assault Flex,"5 Rounds for Time
5 Sumo Deadlift High-Pulls (135/75 lb)
10 Power Curls (135/75 lb)
15 Ground Presses (135/75 lb)
20 calorie Assault Air Bike
25 AbMat Sit-Ups"
Assault Gladiator,"3 Rounds for Time
21 calorie Assault Air Bike
18 Overhead Walking Lunges (45/25/ plate)
15 Box Jumps (24/20 in)
12 Push-Ups
9 Sumo Deadlift High-Pulls (135/95 lb)
6 Front Squats (135/95 lb)
3 Snatches (135/95 lb)"
Assault Insanity,"5 Rounds for Time
10 Sumo Deadlift High-Pulls (95/65 lb)
10 Push Presses (95/65 lb)
10 Barbell Lunges (95/65 lb)
10 Burpees
10 calorie Assault Air Bike"
Assault Journey,"AMRAP in 30 minutes
10 Front Squats (135/95 lb)
10 Bench Presses (205/135 lb)
10 Pull-Ups
10 GHD Extensions
20 calorie Assault Air Bike"
Assault Lift Pyramid,"For Time
3-6-9-12-15-12-9-6-3 reps each of:
Power Cleans (135/95 lb)
Front Squats (135/95 lb)
Push Presses (135/95 lb)
Calorie Assault Air Bike"
Assault Mad Ball,"AMRAP in 20 minutes
10 Medicine Ball Cleans (20/16 lb)
10 Medicine Ball Burpees
10 Medicine Ball Push-Ups
10 Russian Twists (20/16 lb)
10 Pull-Ups
10 calorie Assault Air Bike"
Assault Man Eater,"5 Rounds For Time
100/80/60/40/20 Single-Unders
75/60/45/30/15 Dumbbell Ground-to-Overheads (2x35/25 lb)
50/40/30/20/10 calorie Assault Air Bike
30/24/18/12/6 Russian Twists (20/15 lb) (2-count)
20/16/12/8/4 Deadlifts (bodyweight)"
Assault Man Maker,"5 Rounds for Time
5 Man Makers (2x35/20 lb)
10 Pull-Ups
15 calorie Assault Air Bike
20 Dumbbell Lunges (35/20 lb)
25 Sit-Ups"
Assault Odyssey,"4 Rounds for Time
30 Ground-to-Overheads (45/25 lb plate)
15 Toes-to-Bars
15 Box Jumps (30/24 in)
30 calorie Assault Air Bike"
Assault On Linda,"For Time
10-9-8-7-6-5-4-3-2-1 Reps of each:
Calorie Assault Air Bike
Deadlifts (1.5 x Bodyweight)
Bench Presses (Bodyweight)
Power Cleans (.75 x Bodyweight)"
Assault Overhead Complex,"AMRAP in 20 minutes
2 Overhead Squats (75 lb)
4 Squat Snatches (75 lb)
6 Overhead Walking Lunges (75 lb)
8 Burpees
10 calorie Assault Air Bike"
Assault Pyramid,"For Time
3-6-9-12-15-12-9-6-3 Reps each of:
Clean-and-Jerks (135/95 lb)
Burpees
Knees-to-Elbows
Calorie Assault Air Bike"
Assault Quest,"5 Rounds for Time
5 Handstand Push-Ups
10 Box Jumps (24/20 in)
15 Sumo Deadlift High-Pulls (95/65 lb)
20 calorie Assault Air Bike
25 AbMat Sit-Ups
30 Single-Unders"
Assault Rapid-Fire,"5 Rounds for Time
5 Renegade Rows (65/35 lb)
10 Dumbbell Lunges (65/35 lb)
5 Half-Kneeling Presses (65/35 lb)
10 calorie Assault Air Bike"
Assault Reduction,"For Time
Round 1:
30 calorie Assault Air Bike
24 Lunges
18 Push-Ups
12 Front Squat (185/135 lb)

Round 2:
25 calorie Assault Air Bike
20 Lunges
15 Push-Ups
10 Front Squat (185/135 lb)

Round 3:
20 calorie Assault Air Bike
16 Lunges
12 Push-Ups
8 Front Squat (185/135 lb)

Round 4:
15 calorie Assault Air Bike
12 Lunges
9 Push-Ups
6 Front Squat (185/135 lb)

Round 5:
10 calorie Assault Air Bike
8 Lunges
6 Push-Ups
4 Front Squat (185/135 lb)

Round 6:
5 calorie Assault Air Bike
4 Lunges
3 Push-Ups
2 Front Squat (185/135 lb)"
Assault Renegade,"AMRAP in 21 minutes
3 Handstand Push-Ups
6 Renegade Rows (75/50 lb)
9 Single Arm Dumbbell Snatches (75/50 lb)
12 Dumbbell Lunges (75/50 lb)
15 Toes-to-Bars
18 calorie Assault Air Bike"
Assault Road Block,"AMRAP in 21 minutes
3 Thrusters (135/95 lb)
6 Bar Over Burpees
9 Pull-Ups
12 Hand Release Push-Ups
15 calorie Assault Air Bike"
Assault Uptempo,"5 Rounds for Time
15 Sumo Deadlift High-Pulls (95/65 lb)
30 calorie Assault Air Bike
45 AbMat Sit-Ups
60 Single-Unders"
Assault-Con,"EMOM for 40 minutes
Complete the following movements every 10 minutes on the minute for 4 Rounds:
500 meter Row
400 meter Run
1 mile Assault Air Bike
20 Air Squats
15 Push-Ups
10 Pull-Ups"
Assunção,"For Time
100 Burpees
75 Pull-Ups
50 Pistols
25 Power Cleans (145/100 lb)
12 Rope Climbs (15 ft)
400 meter Run with Plate (45/35 lb)"
Atticus,"21-15-9 Reps For Time
Russian Kettlebell Swings (53/35 lb)
200 meter Run

Rest 5 minutes

Then, AMRAP in 6 minutes of:
5 Knees-to-Elbows
7 Burpees
9 Double-Unders"
Audre Lorde,"3 Rounds for Time
19 Clusters (135/95 lb)
34 GHD Sit-Ups
92 Lateral Bar Hops"
Augie &amp; Bear,"For Time (with a Partner):

Buy-In:
144 Box Step-Ups (24/20 in) (with a Weight Vest (20/15 lb))

Then, 7 rounds of:
5 Bear Complex (165/115 lb)
23 Pull-Ups (split evenly)

Cash-Out: 
2 Rope Climbs (each) (with a Weight Vest (20/15 lb))"
Austin Smith,"30 Rounds for Time
2 Muscle-Ups
3 Power Cleans (155/105 lb)
4 Handstand Push-Ups

Cash-Out: 2,022 meter Row"
Awful Annie,"For Time
50 Double-Unders
50 GHD Sit-Ups
5 Cleans (275/185 lb)

40 Double-Unders
40 GHD Sit-Ups
4 Cleans (275/185 lb)

30 Double-Unders
30 GHD Sit-Ups
3 Cleans (275/185 lb)

20 Double-Unders
20 GHD Sit-Ups
2 Cleans (275/185 lb)

10 Double-Unders
10 GHD Sit-Ups
1 Clean (275/185 lb)"
Axel,"6 Rounds for Time
9 Box Jumps (24/20 in)
11 Sit-Ups
12 Wall Ball Shots (20/14 lb)

Starting at 1:00, perform 1 Burpee at the top of each minute

Wear a weight vest (20/14 lb)"
B-1,"3 Rounds for Time
400 meter Run
21 Kettlebell Swings (1.5/1 pood)
15 Knees-to-Elbows
9 Ring Dips"
Baby Got Back Squat,"AMRAP in 30 minutes
6 Handstand Push-Ups
12 Box Jumps (24 in)
18 Back Squats (185/135 lb)
24 AbMat Sit-Ups
30 calorie Assault Air Bike"
Baby John,"3 Rounds for Time
1 Winter Bear Complex (115/75 lb)*
21 Box Jump Overs (24/20 in)

*1 Winter Bear Complex consists of 3 Rounds of Unbroken:
1 Power Clean
1 Front Squat
1 Deadlift
1 Hang Power Clean
1 Push Jerk"
Baca,"AMRAP in 24 minutes
4 Ring Muscle-Ups
28 Wall Ball Shots (20/14 lb)
22 Power Cleans (135/95 lb)
34 Double-Unders"
Back Breaker,"AMRAP in 20 minutes
4 Handstand Push-Ups
8 Box Jumps
12 Back Squats
16 Knees-to-Elbows
20 calorie Assault Air Bike"
Back Nine,"For Time
54 foot Yoke Carry (665/485 lb)
2 Front Squats (315/215 lb)
3 Deadlifts (475/315 lb)
2 Front Squats (315/215 lb)
54 foot Yoke Carry (665/485 lb)

Time Cap: 4 minutes"
Back Squat Barbara,"For Time
Every 6 minutes for 5 rounds complete:
20 Pull-Ups
30 Push-Ups
40 Sit-Ups
50 Air Squats
5 Back Squats (225/155 lb)"
Bad Ass Angel,"For Time:
""Fly High 22""
AMRAP in 13 minutes:
22 calorie Row
22 Power Cleans (95/65 lb)
22 Wall Ball Shots (20/14 lb)
22 Toes-to-Bars

9 minutes Rest

Then, ""Amanda""
9-7-5 Reps of:
Ring Muscle-Ups
Squat Snatches (135/95 lb)"
Bad Karma,"For Time
50-40-30-20-10 reps of Barbell Curls (45/35 lb)
10-20-30-40-50 reps of Kettlebell Swings (1.5/1 pood)"
Badger,"3 Round For Time
30 Squat Cleans (95/65 lb)
30 Pull-Ups
800 meter Run"
Baird VC MG,"AMRAP in 13 minutes
Buy-In: 600 meter Run (2-minute cap)*

Then, 3 Rounds of:
1 minute Max Pull-Ups
1 minute Max Deadlifts (90/70 kg)
1 minute Max Lateral Burpees
1 minute Rest"
Baltadoros,"For Time
Buy-In: 34 calorie Row

6 Rounds of:
4 Power Cleans (60/40 kg)
18 Single-Arm Dumbbell Thrusters (15/10 kg)

Then, 1 Round of:
34 Toes-to-Bars
4 Power Cleans (60/40 kg)
18 Single-Arm Dumbbell Thrusters (15/10 kg)

Finally, 5 Rounds of:
4 Power Cleans (60/40 kg)
18 Single-Arm Dumbbell Thrusters (15/10 kg)

Buy-Out: 34 Pull-Ups"
Baltimore City FD Trio,"For Time
1 mile Fast Ruck (60/40 lb)
24 Single-Arm Ground-to-Overheads (60/40 lb)
22 Push-Ups

1 mile Fast Ruck (60/40 lb)
24 Dumbbell Turkish Get-Ups (60/40 lb)
22 Push-Ups

1 mile Fast Ruck (60/40 lb)
24 Single-Arm Overhead Lunges (60/40 lb)
22 Push-Ups"
BAMF,"For Time
21 Back Squats (225/155 lb)
15 Front Squats (205/145 lb)
9 Overhead Squats (185/135 lb)"
BAMF V2,"For Time
21 Push Jerks (185/125 lb)
15 Push Presses (155/105 lb)
9 Strict Presses (115/80 lb)"
BAMF V3,"For Time
21 Pull-Ups
15 Chest-to-Bar Pull-Ups
9 Bar Muscle-Ups"
Bane,"For Time
40 Handstand Push-Ups
20 Muscle-Ups
10 rounds of Macho Man (185/135 lb)*

*1 Round of Macho Man is:
3 Power Cleans (185/135 lb)
3 Front Squats (185/135 lb)
3 Push Jerks (185/135 lb)"
Bank & Yarborough,"For Time (with a Partner)
3 mile Ruck Run (30/20 lb, together)

Then, 3 Rounds of:
50 meter Sprint / Static Ruck Hold Overhead (30/20 lb)
100 meter Sprint / Static Ruck Hold Overhead (30/20 lb)"
Bar Fight,"AMRAP in 20 minutes
2 mile Run
10 Clean-and-Jerks (225/155 lb)
10 Clean-and-Jerks (185/135 lb)
10 Clean-and-Jerks (155/105 lb)
Max Reps Clean-and-Jerks (135/95 lb)"
Barbara,"5 Rounds For Time
20 Pull-Ups
30 Push-Ups
40 Sit-Ups
50 Air Squats
3 minutes Rest"
Barbara Ann,"5 Rounds for Time
20 Handstand Push-Ups
30 Deadlifts (135/95 lb)
40 Sit-Ups
50 Double-Unders

Rest 3 minutes"
Barbell Blitz,"AMRAP in 20 minutes
3 Overhead Squats (95/65 lb)
6 Overhead Lunges (95/65 lb)
9 Power Snatches (95/65 lb)
12 Push-Ups
15 calorie Assault Air Bike"
Barcelona,"AMRAP in 14 minutes
17 Double-Unders
8 Bar Muscle-Ups
20 Pistols
17 Power Cleans (135/95 lb)"
Barraza,"AMRAP in 18 minutes
200 meter Run
9 Deadlift (275/185 lb)
6 Burpee Bar Muscle-Ups"
Barrett,"11 Rounds for Time
6 Burpees
12 Sit-Ups
16 Box Jumps (24/20 in)
200 meter Run"
Barrett,"5 Rounds for Total Weight
35 Unbroken Deadlifts

Increase weight every round."
Bartender,"5 Rounds for Time
12 Deadlifts (155/105 lb)
9 Overhead Squats (155/105 lb)
6 Hang Power Snatches (155/105 lb)"
Baseline,"For Time
500 meter Row
40 Air Squats
30 Sit-Ups
20 Push-Ups
10 Pull-Ups"
Bataan,"9 Rounds for Time
10 Burpees Over Sandbag
11 Sandbag Deadlifts (80/60 lb)
12 Thrusters with Ruck (30/20 lb)
13 Twists with Ruck (30/20 lb)
14 Standing Arm Circles (30/20 lb)
15 Neck Circles (Feet elevated position)
16 Sit-Ups with Ruck (30/20 lb)
170 meter March (30/20 lb)"
Bathgate PTSD,"For Max Reps in 22 minutes
1 min Pull-Ups
1 min Air Squats
1 min Kettlebell Swings (24/16 kg)
1 min Double-Unders
1 min Push-Ups
1 min Sit-Ups
1 min Lunges (40/20 kg)
1 min Strict Presses (30/15 kg)
1 min Mountain Climbers
1 min Dumbbell Push Pressses (20/10 kg)
1 min Box Jumps (24/20 in)
1 min Shuttle Runs (10 m)
1 min Wall Ball Shots (9/6 kg)
1 min Ball Slams (9/6 kg)
1 min Burpees
1 min Bench Presses (50/35 kg)
1 min Deadlifts (80/60 kg)
1 min Wall Sit
1 min Plank Hold
1 min Rope Climbs (15 ft)
1 min Toes-to-Bars
1 min Dumbbell Snatches (25/15 kg)"
Batra,"For Time
Buy-In: 100 Double-Unders

Then, 5 Round of:
20 Pull-Ups
15 Kettlebell Snatches (20/12 kg)
10 Kettlebell Step-Up Presses (24/20 in, 20/12 kg)
15 Kettlebell Snatches (20/12 kg)
20 Ring Dips

Cash Out: 100 Double-Unders"
